n_points,classic_cpu,classic_gpu,ml_cpu,ml_gpu
10,0.0001401999907102,0.007467549992725199,0.0492702999617904,0.4477463000221178
20,0.0005816500051877499,0.01278785002068615,0.1186411000089719,0.8155589999514632
30,0.00142489996505895,0.0170264499902259,0.2135422000428661,1.2082947000162676
40,0.00311334998696105,0.0233747999882325,0.3339794999919832,1.6114960000268184
50,0.0056318500137421505,0.0290380500082392,0.466499800037127,1.9941202000482008
100,0.0275006999727338,0.0760911999968811,1.5610206000274047,3.9107650000369176
500,3.5602125999866985,3.068820099986624,32.03636829997413,19.461045900010504
