instance_id,n_points,instance_seed,algorithm,run_idx,run_seed,repeats_planned,distance_initial,distance_final,runtime_total_s,runtime_setup_s,runtime_solve_s,device,episodes,alpha,gamma,epsilon_init,n_chains,improvement_pct,gap_to_best_pct
n10_i0,10,10042,classic_gpu,13,20055,20,3907.538330078125,3468.5367431640625,0.008150999958161265,2.95999925583601e-05,0.008121399965602905,gpu,,,,,,11.234735268874134,10.07048415009213
n10_i0,10,10042,classic_gpu,14,20056,20,3898.722900390625,3292.41552734375,0.007235299970488995,3.659998765215278e-05,0.0071986999828368425,gpu,,,,,,15.551435394039604,4.481456577398571
n10_i0,10,10042,classic_gpu,15,20057,20,4208.2392578125,3151.196533203125,0.008042900008149445,2.2499996703118086e-05,0.008020400011446327,gpu,,,,,,25.118408432861784,1.5495108620324052e-05
n10_i0,10,10042,classic_gpu,16,20058,20,3151.1962890625,3151.1962890625,0.0053610000177286565,2.2899999748915434e-05,0.005338100017979741,gpu,,,,,,0.0,7.747554310162026e-06
n10_i0,10,10042,classic_gpu,17,20059,20,3151.1962890625,3151.1962890625,0.005171400029212236,2.2299995180219412e-05,0.005149100034032017,gpu,,,,,,0.0,7.747554310162026e-06
n10_i0,10,10042,classic_gpu,18,20060,20,3410.841796875,3151.1961669921875,0.006114899995736778,2.2199994418770075e-05,0.006092700001318008,gpu,,,,,,7.612362148273744,3.873777155081013e-06
n10_i0,10,10042,classic_gpu,19,20061,20,3968.5146484375,3292.4155883789062,0.0073090000078082085,2.2899999748915434e-05,0.007286100008059293,gpu,,,,,,17.036577156765446,4.481458514287149
n10_i0,10,10042,ml_cpu,0,30042,5,,3151.196044921875,0.04256990004796535,0.0,0.04256990004796535,cpu,1200.0,0.1,0.9,0.25,,,0.0
n10_i0,10,10042,ml_cpu,1,30043,5,,3151.196044921875,0.042219199996907264,0.0,0.042219199996907264,cpu,1200.0,0.1,0.9,0.25,,,0.0
n10_i0,10,10042,ml_cpu,2,30044,5,,3151.1962890625,0.04198410001117736,0.0,0.04198410001117736,cpu,1200.0,0.1,0.9,0.25,,,7.747554310162026e-06
n10_i0,10,10042,ml_cpu,3,30045,5,,3151.1962890625,0.04213270003674552,0.0,0.04213270003674552,cpu,1200.0,0.1,0.9,0.25,,,7.747554310162026e-06
n10_i0,10,10042,ml_cpu,4,30046,5,,3151.196044921875,0.04319009999744594,0.0,0.04319009999744594,cpu,1200.0,0.1,0.9,0.25,,,0.0
n10_i0,10,10042,ml_gpu,0,40042,5,,3468.537109375,2.707287700031884,3.8700003642588854e-05,2.7072490000282414,gpu,30.0,0.12,0.92,0.35,512.0,,10.070495771423596
n10_i0,10,10042,ml_gpu,1,40043,5,,3325.447265625,0.49967390001984313,4.179996903985739e-05,0.4996321000508033,gpu,30.0,0.12,0.92,0.35,512.0,,5.529685180454873
n10_i0,10,10042,ml_gpu,2,40044,5,,3408.042724609375,0.5381586999865249,4.740001168102026e-05,0.5381112999748439,gpu,30.0,0.12,0.92,0.35,512.0,,8.150768026680097
n10_i0,10,10042,ml_gpu,3,40045,5,,3151.196533203125,0.4942572000436485,4.360004095360637e-05,0.4942136000026949,gpu,30.0,0.12,0.92,0.35,512.0,,1.5495108620324052e-05
n10_i0,10,10042,ml_gpu,4,40046,5,,3492.628662109375,0.524155699997209,4.9600028432905674e-05,0.5241060999687761,gpu,30.0,0.12,0.92,0.35,512.0,,10.835016683196073
n10_i1,10,10043,classic_cpu,0,10043,20,4793.69189453125,3840.1793212890625,0.00023700000019744039,0.0,0.00023700000019744039,cpu,,,,,,19.890985783420412,9.836439845049744
n10_i1,10,10043,classic_cpu,1,10044,20,3496.271240234375,3496.271240234375,0.0003643999807536602,0.0,0.0003643999807536602,cpu,,,,,,0.0,1.3965773380886792e-05
n10_i1,10,10043,classic_cpu,2,10045,20,3496.27099609375,3496.27099609375,0.00029940000968053937,0.0,0.00029940000968053937,cpu,,,,,,0.0,6.982886690443396e-06
n10_i1,10,10043,classic_cpu,3,10046,20,4277.76708984375,3941.0863037109375,0.0001691999495960772,0.0,0.0001691999495960772,cpu,,,,,,7.870479599793034,12.722571657510356
n10_i1,10,10043,classic_cpu,4,10047,20,3496.27099609375,3496.27099609375,0.00013609998859465122,0.0,0.00013609998859465122,cpu,,,,,,0.0,6.982886690443396e-06
